Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
Abogen,4000000000,11/29/2021,Health,Suzhou,China,Asia,2019,1000000000,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"
Radiology Partners,4000000000,2/26/2018,Health,El Segundo,United States,North America,2012,1000000000,"New Enterprise Associates, Starr Investment Holdings"
Indigo Ag,4000000000,9/26/2017,Artificial intelligence,Boston,United States,North America,2014,1000000000,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
WeRide,4000000000,12/23/2020,Auto & transportation,Guangzhou,China,Asia,2017,1000000000,"Atop Capital, IDInvest Partners, Qiming Venture Partners"
ShareChat,4000000000,4/8/2021,Internet software & services,Bengaluru,India,Asia,2015,1000000000,"India Quotient, Elevation Capital, Lightspeed Venture Partners"
Intarcia Therapeutics,4000000000,4/1/2014,Health,Boston,United States,North America,1995,1000000000,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"
Relativity Space,4000000000,11/23/2020,Other,Inglewood,United States,North America,2016,1000000000,"Playground Global, Bond, Tribe Capital"
Dataminr,4000000000,6/4/2018,Artificial intelligence,New York,United States,North America,2009,1000000000,"Venrock, Institutional Venture Partners, Goldman Sachs"
MEGVII,4000000000,10/31/2017,Artificial intelligence,Beijing,China,Asia,2011,1000000000,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"
OpenAI,3000000000,7/22/2019,Artificial intelligence,San Francisco,United States,North America,2015,1000000000,Khosla Ventures
OakNorth Bank,3000000000,10/12/2017,Fintech,London,United Kingdom,Europe,2015,1000000000,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management"
Hive Box,3000000000,1/23/2018,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,1000000000,"Eastern Bell Capital, SF Holding Co, STO Express"
Trax,3000000000,7/22/2019,Artificial intelligence,,Singapore,Asia,2010,1000000000,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures"
MessageBird,3000000000,10/8/2020,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,1000000000,"Y Combinator, Atomico, Accel"
BYTON,3000000000,4/20/2018,Auto & transportation,Nanjing,China,Asia,2016,1000000000,"FAW Group, Tencent Holdings, Tus Holdings"
Youxia Motors,3000000000,4/2/2018,Auto & transportation,Shanghai,China,Asia,2014,1000000000,"China Environmental Protection Industry, China Fortune Ocean"
Cars24,3000000000,11/24/2020,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,1000000000,"Moore Strategic Ventures, DST Global, Sequoia Capital India"
Flink Food,3000000000,12/1/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2021,1000000000,"Mubadala Capital, Bond, Prosus Ventures"
Gorillas,3000000000,3/25/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,1000000000,"Coatue Management, Atlantic Food Labs, DST Global"
Udaan,3000000000,9/4/2018,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2016,1000000000,"DST Global, Lightspeed Venture Partners, Microsoft ScaleUp"
BlockFi,3000000000,3/11/2021,Fintech,Jersey City,United States,North America,2017,1000000000,"ConsenSys Ventures, Valar Ventures, PUC"
Delhivery,3000000000,2/27/2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2011,1000000000,"Times Internet, Nexus Venture Partners, SoftBank Group"
FlixBus,3000000000,7/18/2019,Auto & transportation,Munich,Germany,Europe,2013,1000000000,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic"
SouChe Holdings,3000000000,11/1/2017,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2012,1000000000,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund"
Traveloka,3000000000,1/1/2017,Travel,Jakarta,Indonesia,Asia,2012,1000000000,"Global Founders Capital, East Ventures, Expedia Inc."
ENOVATE,2000000000,4/15/2019,Auto & transportation,Shanghai,China,Asia,2015,1000000000,Automobile Industry Guidance Fund
4Paradigm,2000000000,12/19/2018,Artificial intelligence,Beijing,China,Asia,2015,1000000000,"Sequoia Capital China, China Construction Bank, Bank of China"
OVH,1000000000,8/15/2016,Other,Roubaix,France,Europe,1999,1000000000,"KKR, TowerBrook Capital Partners"
SumUp,1000000000,7/16/2019,Fintech,London,United Kingdom,Europe,2011,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
Leap Motor,1000000000,11/20/2018,Auto & transportation,Hangzhou,China,Asia,2015,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
Momenta,1000000000,10/17/2018,Artificial intelligence,Beijing,China,Asia,2016,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
SaltPay,1000000000,4/9/2021,Fintech,London,United Kingdom,Europe,2019,1000000000,"Tiger Global Management, Hedosophia"
SHEIN,1E+11,7/3/2018,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,2000000000,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners"
Stripe,95000000000,1/23/2014,Fintech,San Francisco,United States,North America,2010,2000000000,"Khosla Ventures, LowercaseCapital, capitalG"
Checkout.com,40000000000,5/2/2019,Fintech,London,United Kingdom,Europe,2012,2000000000,"Tiger Global Management, Insight Partners, DST Global"
Revolut,33000000000,4/26/2018,Fintech,London,United Kingdom,Europe,2015,2000000000,"index Ventures, DST Global, Ribbit Capital"
FTX,32000000000,7/20/2021,Fintech,,Bahamas,North America,2018,2000000000,"Sequoia Capital, Thoma Bravo, Softbank"
Chime,25000000000,3/5/2019,Fintech,San Francisco,United States,North America,2013,2000000000,"Forerunner Ventures, Crosslink Capital, Homebrew"
Devoted Health,13000000000,10/16/2018,Health,Waltham,United States,North America,2017,2000000000,"Andreessen Horowitz, F-Prime Capital, Venrock"
Getir,12000000000,3/26/2021,E-commerce & direct-to-consumer,Istanbul,Turkey,Europe,2015,2000000000,"Tiger Global Management, Sequoia Capital, Revo Capital"
Lalamove,10000000000,2/21/2019,"Supply chain, logistics, & delivery",Cheung Sha Wan,Hong Kong,Asia,2013,2000000000,"MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital"
Thrasio,10000000000,7/15/2020,Other,Walpole,United States,North America,2018,2000000000,"Upper90, RiverPark Ventures, Advent International"
Yanolja,9000000000,6/10/2019,Travel,Seoul,South Korea,Asia,2005,2000000000,"SBI Investment Korea, Partners Investment, GIC"
Nuro,9000000000,2/11/2019,Auto & transportation,Mountain View,United States,North America,2016,2000000000,"SoftBank Group, Greylock Partners, Gaorong Capital"
Kavak,9000000000,10/1/2020,E-commerce & direct-to-consumer,Lerma de Villada,Mexico,North America,2016,2000000000,"DST Global, SoftBank Group, Mountain Nazca"
N26,9000000000,1/10/2019,Fintech,Berlin,Germany,Europe,2013,2000000000,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures"
Dream11,8000000000,4/9/2019,Internet software & services,Mumbai,India,Asia,2007,2000000000,"Kaalari Capital, Tencent Holdings, Steadview Capital"
Lacework,8000000000,1/7/2021,Cybersecurity,San Jose,United States,North America,2015,2000000000,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management"
Flexport,8000000000,4/30/2018,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,2000000000,"Bloomberg Beta, Founders Fund, First Round Capital"
Impossible Foods,7000000000,5/13/2019,Consumer & retail,Redwood City,United States,North America,2011,2000000000,"Khosla Ventures, Horizons Ventures, Temasek Holdings"
Ziroom,7000000000,1/17/2018,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,2000000000,"Sequoia Capital China, Warburg Pincus, General Catalyst"
Easyhome,6000000000,2/12/2018,Consumer & retail,Beijing,China,Asia,1999,2000000000,"Alibaba Group, Boyu Capital, Borui Capital"
Rappi,5000000000,8/31/2018,"Supply chain, logistics, & delivery",Bogota,Colombia,South America,2015,2000000000,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures"
C6 Bank,5000000000,12/2/2020,Fintech,Sao Paulo,Brazil,South America,2018,2000000000,Credit Suisse
Greensill,4000000000,7/16/2018,Fintech,London,United Kingdom,Europe,2011,2000000000,"SoftBank Group, General Atlantic"
Horizon Robotics,4000000000,2/27/2019,Artificial intelligence,Beijing,China,Asia,2015,2000000000,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"
Articulate,4000000000,7/1/2021,Edtech,New York,United States,North America,2015,2000000000,"Blackstone, ICONIQ Growth, General Atlantic"
Hozon Auto,4000000000,2/22/2022,Auto & transportation,Shanghai,China,Asia,2014,2000000000,"HD Capital, Qihoo 360 Technology, China Fortune Land Development"
Fair,1000000000,12/20/2018,Auto & transportation,Santa Monica,United States,North America,2016,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Snapdeal,1000000000,5/21/2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000,"SoftBankGroup, Blackrock, Alibaba Group"
Hello TransTech,1000000000,6/1/2018,Auto & transportation,Shanghai,China,Asia,2016,2000000000,"Ant Financial Services Group, GGV Capital"
REEF Technology,1000000000,12/10/2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000,"Target Global, UBS Asset Management, Mubadala Capital"
Instacart,39000000000,12/30/2014,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2012,3000000000,"Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund"
Databricks,38000000000,2/5/2019,Data management & analytics,San Francisco,United States,North America,2013,3000000000,"Andreessen Horowitz, New Enterprise Associates, Battery Ventures"
goPuff,15000000000,10/8/2020,E-commerce & direct-to-consumer,Philadelphia,United States,North America,2013,3000000000,"Accel, Softbank Group, Anthos Capital"
Zuoyebang,10000000000,7/18/2018,Edtech,Beijing,China,Asia,2014,3000000000,"Sequoia Capital China, Xiang He Capital, GGV Capital"
OYO Rooms,10000000000,9/25/2018,Travel,Gurugram,India,Asia,2012,3000000000,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners"
SVOLT,6000000000,6/8/2020,Auto & transportation,Changzhou,China,Asia,2018,3000000000,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management"
Magic Leap,2000000000,10/21/2014,Hardware,Plantation,United States,North America,2010,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
Klarna,46000000000,12/12/2011,Fintech,Stockholm,Sweden,Europe,2005,4000000000,"Institutional Venture Partners, Sequoia Capital, General Atlantic"
Fanatics,27000000000,6/6/2012,E-commerce & direct-to-consumer,Jacksonville,United States,North America,2002,4000000000,"SoftBank Group, Andreessen Horowitz, Temasek Holdings"
BYJU's,22000000000,7/25/2017,Edtech,Bengaluru,India,Asia,2008,4000000000,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India"
Yuanfudao,17000000000,5/31/2017,Edtech,Beijing,China,Asia,2012,4000000000,"Tencent Holdings, Warbug Pincus, IDG Capital"
Argo AI,12000000000,7/12/2019,Artificial intelligence,Pittsburgh,United States,North America,2016,4000000000,"Volkswagen Group, Ford Autonomous Vehicles"
Northvolt,12000000000,6/12/2019,Other,Stockholm,Sweden,Europe,2016,4000000000,"Vattenfall, Volkswagen Group, Goldman Sachs"
Chehaoduo,10000000000,3/12/2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,4000000000,"Sequoia Capital China, GX Capital"
Ola Cabs,7000000000,10/27/2014,Auto & transportation,Bengaluru,India,Asia,2010,4000000000,"Accel Partners, SoftBank Group, Sequoia Capital"
WM Motor,5000000000,3/8/2019,Auto & transportation,Shanghai,China,Asia,2015,4000000000,"Baidu Capital, Linear Venture, Tencent"
J&T Express,20000000000,4/7/2021,"Supply chain, logistics, & delivery",Jakarta,Indonesia,Asia,2015,5000000000,"Hillhouse Capital Management, Boyu Capital, Sequoia Capital China"
Xingsheng Selected,12000000000,7/22/2020,E-commerce & direct-to-consumer,Changsha,China,Asia,2009,5000000000,"KKR, Tencent Holdings, Sequoia Capital China"
Swiggy,11000000000,6/21/2018,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2014,5000000000,"Accel India, SAIF Partners, Norwest Venture Partners"
Global Switch,11000000000,12/22/2016,Hardware,London,United Kingdom,Europe,1998,5000000000,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group"
SpaceX,1E+11,12/1/2012,Other,Hawthorne,United States,North America,2002,7000000000,"Founders Fund, Draper Fisher Jurvetson, Rothenberg Ventures"
Epic Games,32000000000,10/26/2018,Other,Cary,United States,North America,1991,7000000000,"Tencent Holdings, KKR, Smash Ventures"
Bytedance,1.8E+11,4/7/2017,Artificial intelligence,Beijing,China,Asia,2012,8000000000,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group"
JUUL Labs,38000000000,12/20/2017,Consumer & retail,San Francisco,United States,North America,2015,14000000000,Tiger Global Management
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
